type,text,label,is_label_correct,is_grammatically,is_makes_sense,ptype->htype,from->to,section,worker,is_completed,row_id,hit_id
H,"Brittany's **north** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->north,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->establishment,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **establishment** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->establishment,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->headquarters,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **headquarters** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->headquarters,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->countryside,4 hyper->hypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **countryside** is less cultured and wilder.,neutral,,,,hyper->hypo,region->countryside,4 hyper->hypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->north,4 hyper->Nonhypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **north** is wilder and less civilized.,contradiction,,,,hyper->nonhypo,region->north,4 hyper->Nonhypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **countryside** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,countryside->region,5 hypo->hyper freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,countryside->region,5 hypo->hyper freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **countryside** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,countryside->north,5 hypo->Nonhypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **north** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,countryside->north,5 hypo->Nonhypo freestyle original,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->area,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **area** is less cultured and wilder.,neutral,,,,hyper->hypo,region->area,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->state,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **state** is less cultured and wilder.,neutral,,,,hyper->hypo,region->state,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->city,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **city** is less cultured and wilder.,neutral,,,,hyper->hypo,region->city,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->town,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **town** is less cultured and wilder.,neutral,,,,hyper->hypo,region->town,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->metropoli,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **metropoli** is less cultured and wilder.,neutral,,,,hyper->hypo,region->metropoli,dataset3 hyper->hypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->establishment,dataset3 hyper->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **establishment** is wilder and less civilized.,contradiction,,,,hyper->nonhypo,region->establishment,dataset3 hyper->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->headquarters,dataset3 hyper->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **headquarters** is wilder and less civilized.,contradiction,,,,hyper->nonhypo,region->headquarters,dataset3 hyper->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **area** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,area->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,area->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **state** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,state->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,state->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **city** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,city->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,city->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **town** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,town->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,town->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **metropoli** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,metropoli->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's **region** is uncultured and wilder.,entailment,,,,hypo->hyper,metropoli->region,dataset3 hypo->hyper freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **area** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,area->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **establishment** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,area->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **state** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,state->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **establishment** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,state->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **city** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,city->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **establishment** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,city->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **town** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,town->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **establishment** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,town->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **metropoli** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,metropoli->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **establishment** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,metropoli->establishment,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **area** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,area->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **headquarters** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,area->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **state** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,state->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **headquarters** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,state->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **city** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,city->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **headquarters** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,city->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **town** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,town->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **headquarters** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,town->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **metropoli** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hypo->nonhypo,metropoli->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,Brittany's  **headquarters** is uncultured and wilder.,contradiction,,,,hypo->nonhypo,metropoli->headquarters,dataset3 hypo->nonhypo freestyle substitution,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"77 ""The **price**, at any rate, would have to be enormous,"" she said lightly.",entailment,,,,hypo->hyper,price->value,1,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",entailment,,,,hypo->hyper,price->value,1,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->weight,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **weight**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->weight,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->significance,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **significance**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->significance,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->urgency,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **urgency**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->urgency,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->extensivenes,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **extensivenes**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->extensivenes,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->consequence,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **consequence**, at any rate, would have to be enormous,"" she said lightly.",neutral,,,,hyper->hypo,value->consequence,2 hyper->hypo,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **weight**, at any rate, would have to be enormous,"" she said lightly.",entailment,,,,hypo->hyper,weight->value,2 hypo->hyper,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
H,"77 ""The **value**, at any rate, would have to be enormous,"" she said lightly.",entailment,,,,hypo->hyper,weight->value,2 hypo->hyper,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
P,"77 ""The **significance**, at any rate, would have to be enormous,"" she said lightly.",entailment,,,,hypo->hyper,significance->value,2 hypo->hyper,A3NQK6VK36A4GA,True,5,3OREP8RUT2CY4UJFQWC2GYBYDKABGZ
